,id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
322,322,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,49104
323,323,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,47900
324,324,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,56120
325,325,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,55598
326,326,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,63046
327,327,Argentina,Capital Federal,Congreso,1.0,0.0,1.0,,,47192
328,328,Argentina,Capital Federal,Paternal,1.0,0.0,1.0,,,90000
329,329,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,41.0,41.0,95000
330,330,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,71639
331,331,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,85.0,,119000
332,332,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,72.0,65.0,280000
333,333,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,71.0,67.0,220000
334,334,Argentina,Capital Federal,Chacarita,3.0,2.0,2.0,70.0,60.0,160000
335,335,Argentina,Capital Federal,Parque Chas,3.0,2.0,1.0,77.0,67.0,160000
336,336,Argentina,Capital Federal,Parque Chas,3.0,2.0,1.0,83.0,72.0,168000
337,337,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,76.0,76.0,230000
338,338,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,40.0,36.0,130000
339,339,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,60.0,60.0,121000
340,340,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,76.0,,188000
341,341,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,84.0,84.0,270000
342,342,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,58.0,55.0,129001
343,343,Argentina,Capital Federal,Villa Devoto,3.0,2.0,1.0,161.0,91.0,240000
344,344,Argentina,Capital Federal,Puerto Madero,3.0,2.0,3.0,160.0,140.0,650000
345,345,Argentina,Capital Federal,San Cristobal,3.0,2.0,2.0,60.0,60.0,85000
346,346,Argentina,Capital Federal,San Cristobal,3.0,2.0,2.0,88.0,80.0,110000
347,347,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,80.0,70.0,260000
348,348,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,1.0,69.0,,210000
349,349,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,53.0,50.0,115000
350,350,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,55.0,55.0,165000
351,351,Argentina,Capital Federal,Balvanera,4.0,2.0,1.0,134.0,72.0,260000
352,352,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,56.0,54.0,140000
353,353,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,40.0,36.0,130000
354,354,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,66.0,66.0,190000
355,355,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,103.0,64.0,240000
356,356,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,70.0,61.0,270000
357,357,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,75.0,68.0,203000
358,358,Argentina,Capital Federal,Palermo,2.0,2.0,1.0,,72.0,170000
359,359,Argentina,Capital Federal,Palermo,3.0,2.0,,97.0,95.0,215000
360,360,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,110.0,106.0,220000
361,361,Argentina,Capital Federal,Palermo,4.0,2.0,2.0,135.0,135.0,750000
362,362,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,74.0,72.0,215000
363,363,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,138.0,122.0,480000
364,364,Argentina,Capital Federal,Congreso,3.0,2.0,1.0,,,122281
365,365,Argentina,Capital Federal,Congreso,3.0,2.0,1.0,,,141445
366,366,Argentina,Capital Federal,Floresta,3.0,2.0,2.0,100.0,100.0,180000
367,367,Argentina,Capital Federal,Paternal,3.0,2.0,1.0,,,130000
368,368,Argentina,Capital Federal,Paternal,3.0,2.0,,,,85000
369,369,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,160.0,160.0,590000
370,370,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,82.0,70.0,189000
371,371,Argentina,Capital Federal,Balvanera,4.0,2.0,2.0,120.0,120.0,215000
372,372,Argentina,Capital Federal,Parque Centenario,3.0,2.0,1.0,50.0,50.0,138000
373,373,Argentina,Capital Federal,Centro / Microcentro,3.0,2.0,1.0,81.0,75.0,169000
374,374,Argentina,Capital Federal,Nuñez,4.0,3.0,3.0,179.0,179.0,395000
375,375,Argentina,Capital Federal,Nuñez,4.0,3.0,3.0,176.0,176.0,540000
376,376,Argentina,Capital Federal,Balvanera,4.0,3.0,1.0,85.0,80.0,195000
377,377,Argentina,Capital Federal,Balvanera,4.0,3.0,1.0,100.0,90.0,128000
378,378,Argentina,Capital Federal,Balvanera,4.0,3.0,1.0,61.0,61.0,185000
379,379,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,171.0,131.0,459000
380,380,Argentina,Capital Federal,Barrio Norte,4.0,3.0,4.0,180.0,180.0,1100000
381,381,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,82.0,82.0,242000
382,382,Argentina,Capital Federal,Barrio Norte,5.0,3.0,2.0,147.0,144.0,400000
383,383,Argentina,Capital Federal,Villa Crespo,4.0,3.0,2.0,,,140000
384,384,Argentina,Capital Federal,Villa Crespo,4.0,3.0,1.0,144.0,118.0,350000
385,385,Argentina,Capital Federal,Villa Devoto,4.0,3.0,2.0,156.0,99.0,360000
386,386,Argentina,Capital Federal,Parque Centenario,4.0,3.0,2.0,163.0,125.0,300000
387,387,Argentina,Capital Federal,Nuñez,5.0,4.0,3.0,179.0,179.0,1100000
388,388,Argentina,Capital Federal,Nuñez,5.0,4.0,5.0,450.0,450.0,3000000
389,389,Argentina,Capital Federal,Palermo,6.0,4.0,4.0,320.0,320.0,1780000
390,390,Argentina,Capital Federal,Palermo,6.0,4.0,4.0,320.0,320.0,1111111
391,391,Argentina,Capital Federal,Belgrano,5.0,4.0,4.0,290.0,290.0,1080000
392,392,Argentina,Capital Federal,Recoleta,5.0,4.0,4.0,330.0,300.0,1350000
393,393,Argentina,Capital Federal,Recoleta,6.0,4.0,3.0,236.0,,790000
394,394,Argentina,Capital Federal,Recoleta,6.0,4.0,3.0,236.0,,790000
395,395,Argentina,Capital Federal,Recoleta,6.0,3.0,2.0,257.0,244.0,590000
396,396,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,66.0,59.0,174000
397,397,Argentina,Capital Federal,Recoleta,5.0,3.0,3.0,141.0,139.0,270000
398,398,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,172.0,172.0,1100000
399,399,Argentina,Capital Federal,Nuñez,4.0,3.0,3.0,179.0,179.0,395000
400,400,Argentina,Capital Federal,Nuñez,4.0,3.0,4.0,215.0,215.0,1280000
401,401,Argentina,Capital Federal,Almagro,4.0,3.0,2.0,124.0,124.0,215000
402,402,Argentina,Capital Federal,Almagro,4.0,3.0,2.0,206.0,106.0,400000
403,403,Argentina,Capital Federal,Almagro,4.0,3.0,5.0,213.0,186.0,861435
404,404,Argentina,Capital Federal,Almagro,4.0,3.0,2.0,113.0,102.0,300000
405,405,Argentina,Capital Federal,Almagro,4.0,3.0,3.0,144.0,118.0,335000
406,406,Argentina,Capital Federal,Almagro,4.0,3.0,1.0,120.0,105.0,285000
407,407,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,168.0,142.0,347000
408,408,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,250.0,250.0,3000000
409,409,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,285.0,285.0,1000000
410,410,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,130.0,130.0,390000
411,411,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,135.0,131.0,380000
412,412,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,100.0,100.0,320000
413,413,Argentina,Capital Federal,Palermo,4.0,3.0,4.0,207.0,207.0,1800000
414,414,Argentina,Capital Federal,Palermo,4.0,3.0,4.0,180.0,180.0,1200000
415,415,Argentina,Capital Federal,Palermo,4.0,3.0,1.0,72.0,64.0,198000
416,416,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,217.0,217.0,1100000
417,417,Argentina,Capital Federal,Palermo,5.0,3.0,2.0,138.0,125.0,495000
418,418,Argentina,Capital Federal,Recoleta,4.0,3.0,1.0,71.0,71.0,165000
419,419,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,75.0,68.0,203000
420,420,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,63.0,55.0,165000
421,421,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,75.0,68.0,203000
422,422,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,40.0,40.0,107000
423,423,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,,38.0,105000
424,424,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,39.0,39.0,105000
425,425,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,87.0,55.0,230000
426,426,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,54.0,49.0,210000
427,427,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,52.0,52.0,200000
428,428,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,45.0,42.0,139000
429,429,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,87.0,55.0,230000
430,430,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,54.0,34.0,148000
431,431,Argentina,Capital Federal,Pompeya,2.0,1.0,1.0,45.0,42.0,59000
432,432,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,30.0,27.0,99900
433,433,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,30.0,30.0,95000
434,434,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,,,249000
435,435,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,48.0,48.0,150000
436,436,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,,49.0,199000
437,437,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,61.0,49.0,148400
438,438,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,27.0,27.0,75000
439,439,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,35.0,33.0,95000
440,440,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,66.0,66.0,370000
441,441,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,76.0,73.0,399000
442,442,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,30.0,30.0,120000
443,443,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,54.0,47.0,160000
444,444,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,106.0,106.0,440000
445,445,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,77176
446,446,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,76000
447,447,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,83500
448,448,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,78728
449,449,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,73080
450,450,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,76418
451,451,Argentina,Capital Federal,Once,2.0,1.0,1.0,34.0,34.0,78000
452,452,Argentina,Capital Federal,Abasto,2.0,1.0,1.0,36.0,36.0,140000
453,453,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,83.0,83.0,175000
454,454,Argentina,Capital Federal,Retiro,,1.0,1.0,37.0,34.0,110000
455,455,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,35.0,35.0,87000
456,456,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,48.0,45.0,101000
457,457,Argentina,Capital Federal,Almagro,1.0,,1.0,36.0,36.0,129000
458,458,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,46.0,42.0,171990
459,459,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,41.0,39.0,95000
460,460,Argentina,Capital Federal,Almagro,1.0,1.0,1.0,31.0,29.0,99000
461,461,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,74.0,68.0,197500
462,462,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,76.0,73.0,359000
463,463,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,39.0,39.0,105000
464,464,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,48.0,43.0,134000
465,465,Argentina,Capital Federal,Constitución,1.0,0.0,1.0,,,69538
466,466,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,,,102746
467,467,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,,,83824
468,468,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,43.0,40.0,118000
469,469,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,39.0,39.0,74700
470,470,Argentina,Capital Federal,Villa Lugano,2.0,1.0,1.0,33.0,33.0,80000
471,471,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,47.0,43.0,220000
472,472,Argentina,Capital Federal,Puerto Madero,2.0,1.0,1.0,67.0,67.0,360000
473,473,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,58.0,54.0,185000
474,474,Argentina,Capital Federal,Villa Urquiza,1.0,1.0,1.0,40.0,36.0,125000
475,475,Argentina,Capital Federal,Parque Centenario,2.0,1.0,1.0,37.0,37.0,85001
476,476,Argentina,Capital Federal,Villa General Mitre,2.0,1.0,1.0,32.0,32.0,85000
477,477,Argentina,Capital Federal,Villa General Mitre,2.0,1.0,1.0,,,110000
478,478,Argentina,Capital Federal,Flores,3.0,2.0,2.0,80.0,71.0,115000
479,479,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,52.0,52.0,130000
480,480,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,50.0,50.0,138000
481,481,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,49.0,49.0,153000
482,482,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,62.0,58.0,163000
483,483,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,62.0,59.0,160000
484,484,Argentina,Capital Federal,Almagro,3.0,2.0,2.0,81.0,70.0,169000
485,485,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,99.0,,280000
486,486,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,80.0,80.0,520000
487,487,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,31.0,31.0,78500
488,488,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,,,82585
489,489,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,35.0,35.0,75000
490,490,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,38.0,38.0,99000
491,491,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,,,80571
492,492,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,130000
493,493,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,117000
494,494,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,117000
495,495,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,130000
496,496,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,120000
497,497,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,132000
498,498,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,115000
499,499,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,115000
500,500,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,128000
501,501,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,,,65000
502,502,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,66.0,56.0,140000
503,503,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,44.0,38.0,99000
504,504,Argentina,Capital Federal,Recoleta,3.0,1.0,1.0,63.0,63.0,210000
505,505,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,49.0,49.0,85000
506,506,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,43.0,40.0,74000
507,507,Argentina,Capital Federal,Caballito,2.0,1.0,2.0,51.0,51.0,115000
508,508,Argentina,Capital Federal,Parque Chas,1.0,1.0,1.0,41.0,37.0,95000
509,509,Argentina,Capital Federal,Las Cañitas,1.0,1.0,1.0,35.0,33.0,95000
510,510,Argentina,Capital Federal,Villa Crespo,1.0,1.0,1.0,35.0,33.0,74000
511,511,Argentina,Capital Federal,Almagro,2.0,,1.0,41.0,38.0,110000
512,512,Argentina,Capital Federal,Balvanera,8.0,7.0,1.0,159.0,125.0,148000
513,513,Argentina,Capital Federal,Boedo,3.0,2.0,1.0,81.0,,180000
514,514,Argentina,Capital Federal,Barracas,3.0,2.0,2.0,123.0,63.0,335000
515,515,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,130.0,68.0,320000
516,516,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,,,220000
517,517,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,53.0,53.0,130000
518,518,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,75.0,70.0,190000
519,519,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,67.0,57.0,175000
520,520,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,68.0,65.0,180000
521,521,Argentina,Capital Federal,Floresta,3.0,2.0,1.0,73.0,70.0,139000
522,522,Argentina,Capital Federal,Floresta,3.0,2.0,1.0,88.0,80.0,150000
523,523,Argentina,Capital Federal,Floresta,3.0,2.0,1.0,53.0,50.0,119500
524,524,Argentina,Capital Federal,Floresta,3.0,2.0,1.0,56.0,56.0,99000
525,525,Argentina,Capital Federal,Paternal,3.0,2.0,1.0,68.0,60.0,96800
526,526,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,148.0,115.0,315000
527,527,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,48.0,46.0,215000
528,528,Argentina,Capital Federal,Recoleta,4.0,2.0,3.0,124.0,118.0,325000
529,529,Argentina,Capital Federal,Barracas,3.0,2.0,2.0,71.0,65.0,210000
530,530,Argentina,Capital Federal,Barracas,3.0,2.0,2.0,,100.0,195000
531,531,Argentina,Capital Federal,Palermo,3.0,2.0,3.0,,123.0,580000
532,532,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,81.0,75.0,339000
533,533,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,70.0,67.0,154000
534,534,Argentina,Capital Federal,Coghlan,3.0,2.0,2.0,111.0,111.0,270000
535,535,Argentina,Capital Federal,Palermo,3.0,2.0,3.0,102.0,88.0,510759
536,536,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,77.0,72.0,520000
537,537,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,54.0,45.0,175000
538,538,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,90.0,82.0,265000
539,539,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,70.0,60.0,220000
540,540,Argentina,Capital Federal,Recoleta,4.0,2.0,1.0,147.0,125.0,280000
541,541,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,69.0,62.0,260000
542,542,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,76.0,68.0,275000
543,543,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,78.0,67.0,300000
544,544,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,74.0,71.0,185000
545,545,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,74.0,70.0,185000
546,546,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,110.0,78.0,443000
547,547,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,67.0,61.0,180000
548,548,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,58.0,58.0,168000
549,549,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,66.0,66.0,190000
550,550,Argentina,Capital Federal,Almagro,3.0,2.0,2.0,83.0,75.0,198000
551,551,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,118.0,112.0,365000
552,552,Argentina,Capital Federal,Saavedra,3.0,2.0,1.0,71.0,61.0,168000
553,553,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,85.0,80.0,143546
554,554,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,80.0,75.0,205000
555,555,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,92.0,64.0,195000
556,556,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,140.0,130.0,340001
557,557,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,63.0,57.0,149000
558,558,Argentina,Capital Federal,Puerto Madero,3.0,2.0,2.0,165.0,143.0,875000
559,559,Argentina,Capital Federal,Puerto Madero,3.0,2.0,1.0,80.0,80.0,525000
560,560,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,78.0,70.0,268000
561,561,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,50.0,44.0,190000
562,562,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,83.0,83.0,245000
563,563,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,78.0,70.0,268000
564,564,Argentina,Capital Federal,Velez Sarsfield,3.0,2.0,2.0,73.0,69.0,170000
565,565,Argentina,Capital Federal,Villa del Parque,3.0,2.0,2.0,,,280000
566,566,Argentina,Capital Federal,Parque Avellaneda,3.0,2.0,1.0,72.0,,110000
567,567,Argentina,Capital Federal,Parque Centenario,3.0,2.0,1.0,52.0,48.0,120000
568,568,Argentina,Capital Federal,Villa Crespo,3.0,2.0,2.0,73.0,65.0,190000
569,569,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,61.0,51.0,140000
570,570,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,52.0,48.0,120000
571,571,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,72.0,40.0,115000
572,572,Argentina,Capital Federal,Balvanera,3.0,2.0,2.0,88.0,88.0,149000
573,573,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,46.0,46.0,125000
574,574,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,68.0,65.0,170000
575,575,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,110.0,58.0,209000
576,576,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,48.0,48.0,130000
577,577,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,60.0,57.0,235000
578,578,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,46.0,46.0,155000
579,579,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,118.0,112.0,365000
580,580,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,,,227000
581,581,Argentina,Capital Federal,San Telmo,3.0,2.0,2.0,,,120000
582,582,Argentina,Capital Federal,Versalles,3.0,2.0,1.0,63.0,57.0,135000
583,583,Argentina,Capital Federal,Villa Luro,3.0,2.0,1.0,70.0,,95000
584,584,Argentina,Capital Federal,Barrio Norte,3.0,2.0,2.0,110.0,89.0,430000
585,585,Argentina,Capital Federal,Barrio Norte,3.0,2.0,1.0,70.0,60.0,220000
586,586,Argentina,Capital Federal,San Nicolás,3.0,2.0,1.0,62.0,62.0,119900
587,587,Argentina,Capital Federal,Villa Crespo,3.0,2.0,1.0,62.0,62.0,140000
588,588,Argentina,Capital Federal,Monserrat,3.0,2.0,2.0,88.0,85.0,195000
589,589,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,52.0,52.0,126000
590,590,Argentina,Capital Federal,Almagro,3.0,2.0,2.0,73.0,65.0,190000
591,591,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,61.0,58.0,260000
592,592,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,70.0,70.0,240000
593,593,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,51.0,51.0,215000
594,594,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,55.0,40.0,165000
595,595,Argentina,Capital Federal,Palermo,2.0,1.0,2.0,51.0,51.0,244000
596,596,Argentina,Capital Federal,Congreso,2.0,1.0,1.0,50.0,44.0,115000
597,597,Argentina,Capital Federal,Floresta,2.0,1.0,1.0,45.0,42.0,87000
598,598,Argentina,Capital Federal,Floresta,2.0,1.0,1.0,45.0,42.0,87000
599,599,Argentina,Capital Federal,Paternal,2.0,1.0,1.0,44.0,44.0,99000
600,600,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,55.0,51.0,200000
601,601,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,30.0,30.0,105000
602,602,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,54.0,50.0,196000
603,603,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,54.0,50.0,194000
604,604,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,20.0,20.0,75000
605,605,Argentina,Capital Federal,Saavedra,1.0,1.0,1.0,37.0,34.0,94000
606,606,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,40.0,40.0,95000
607,607,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,65.0,45.0,143000
608,608,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,28.0,28.0,102000
609,609,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,25.0,25.0,75000
610,610,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,122.0,37.0,210000
611,611,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,,,160966
612,612,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,55.0,55.0,180000
613,613,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,64.0,64.0,169500
614,614,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,27.0,23.0,83700
615,615,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,61.0,49.0,157500
616,616,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,61.0,49.0,206000
617,617,Argentina,Capital Federal,Belgrano,2.0,1.0,2.0,61.0,49.0,199900
618,618,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,57.0,57.0,135000
619,619,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,40.0,34.0,103600
620,620,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,40.0,34.0,119500
621,621,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,40.0,34.0,123500
622,622,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,27.0,23.0,86400
623,623,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,40.0,34.0,97600
624,624,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,27.0,24.0,83700
625,625,Argentina,Capital Federal,Barracas,2.0,1.0,1.0,50.0,46.0,150000
626,626,Argentina,Capital Federal,Barracas,2.0,1.0,1.0,50.0,44.0,150000
627,627,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,40.0,34.0,115500
628,628,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,49.0,49.0,125000
629,629,Argentina,Capital Federal,Caballito,1.0,1.0,1.0,41.0,38.0,135000
630,630,Argentina,Capital Federal,Caballito,1.0,1.0,1.0,34.0,29.0,108000
631,631,Argentina,Capital Federal,Velez Sarsfield,2.0,1.0,1.0,46.0,42.0,125000
632,632,Argentina,Capital Federal,Parque Chacabuco,2.0,1.0,1.0,43.0,43.0,80000
